Step	Volume(Å³)	Pressure(GPa)	MeanForce(eV/Å)	MaxForce(eV/Å)	Stress_xx(GPa)	Stress_yy(GPa)	Stress_zz(GPa)	TotalEnergy(eV)	Temperature(K)
1164	52.120312	2.463796	0.917878	1.301770	3.294175	1.253649	2.843564	-14.409676	389.10
1165	52.120312	2.511942	0.908557	1.236936	3.510809	1.131934	2.893083	-14.409734	372.36
1166	52.120312	2.486877	0.900900	1.135629	3.615570	0.987111	2.857949	-14.409831	367.55
1167	52.120312	2.412050	0.896399	1.007131	3.622411	0.851013	2.762726	-14.409943	371.73
1168	52.120312	2.310522	0.893834	0.993529	3.544081	0.752719	2.634765	-14.410051	381.47
1169	52.120312	2.201960	0.893521	1.175213	3.394475	0.714893	2.496514	-14.410133	393.52
1170	52.120312	2.104297	0.898265	1.360849	3.191907	0.752554	2.368431	-14.410178	405.39
1171	52.120312	2.028229	0.912478	1.532791	2.952772	0.866670	2.265245	-14.410183	415.70
1172	52.120312	1.972986	0.938030	1.680681	2.688741	1.044109	2.186109	-14.410157	424.29
1173	52.120312	1.932519	0.968345	1.795738	2.410574	1.262829	2.124154	-14.410106	432.00
1174	52.120312	1.892405	0.989511	1.866391	2.115892	1.488469	2.072853	-14.410050	440.39
1175	52.120312	1.837761	0.990558	1.884235	1.805130	1.687145	2.021007	-14.410015	451.08
1176	52.120312	1.760785	0.967080	1.845661	1.489669	1.834634	1.958051	-14.410017	465.10
1177	52.120312	1.669490	0.924569	1.752051	1.202292	1.921588	1.884590	-14.410062	482.36
1178	52.120312	1.580763	0.888843	1.610680	0.982576	1.953170	1.806544	-14.410131	501.60
1179	52.120312	1.501448	0.865251	1.430316	0.848981	1.923857	1.731506	-14.410212	520.77
1180	52.120312	1.441072	0.839580	1.224945	0.815583	1.835904	1.671729	-14.410287	537.43
1181	52.120312	1.403953	0.813145	1.017035	0.881371	1.695626	1.634861	-14.410336	549.37
1182	52.120312	1.393982	0.791440	0.841678	1.035457	1.517411	1.629076	-14.410345	555.13
1183	52.120312	1.416019	0.781781	0.890634	1.262313	1.326232	1.659513	-14.410317	554.40
1184	52.120312	1.466129	0.789686	0.987588	1.532446	1.141591	1.724348	-14.410254	548.02
1185	52.120312	1.532337	0.808420	1.050650	1.808570	0.977004	1.811439	-14.410170	537.89
1186	52.120312	1.600293	0.825053	1.075708	2.052941	0.843932	1.904007	-14.410086	526.53
1187	52.120312	1.650530	0.855657	1.235684	2.222323	0.748419	1.980848	-14.410019	516.50
1188	52.120312	1.670895	0.923171	1.394242	2.296047	0.695315	2.021323	-14.409980	509.87
1189	52.120312	1.659500	0.966028	1.521663	2.272844	0.690296	2.015360	-14.409979	507.80
1190	52.120312	1.619010	0.978332	1.608132	2.162480	0.737205	1.957345	-14.410019	510.32
1191	52.120312	1.557760	0.959366	1.647872	1.982304	0.838324	1.852653	-14.410103	516.09
1192	52.120312	1.492418	0.911911	1.638908	1.759249	0.999350	1.718655	-14.410218	522.54
1193	52.120312	1.448127	0.845104	1.581785	1.529494	1.231286	1.583599	-14.410346	526.15
1194	52.120312	1.451722	0.785420	1.480835	1.332889	1.542909	1.479367	-14.410460	523.04
1195	52.120312	1.528099	0.758673	1.343029	1.211286	1.935126	1.437886	-14.410528	509.89
1196	52.120312	1.690444	0.763055	1.178433	1.193477	2.398605	1.479250	-14.410520	484.79
1197	52.120312	1.932155	0.794236	1.000029	1.286468	2.905017	1.604979	-14.410419	448.20
1198	52.120312	2.226494	0.838706	0.997062	1.473593	3.406664	1.799225	-14.410227	403.38
1199	52.120312	2.533966	0.885755	1.171885	1.721958	3.848730	2.031212	-14.409969	356.29
1200	52.120312	2.804633	0.929864	1.309887	1.981316	4.173646	2.258937	-14.409695	314.80
1201	52.120312	2.990106	0.966332	1.400530	2.198950	4.332274	2.439094	-14.409465	287.18
1202	52.120312	3.049676	0.988225	1.436899	2.325211	4.290306	2.533512	-14.409332	280.39
1203	52.120312	2.960004	0.986673	1.416979	2.326007	4.038131	2.515874	-14.409328	298.43
1204	52.120312	2.720504	0.955280	1.343705	2.191042	3.595232	2.375238	-14.409454	341.43
1205	52.120312	2.354085	0.892667	1.245519	1.935025	3.007489	2.119740	-14.409687	405.52
1206	52.120312	1.903726	0.801763	1.162443	1.595212	2.339156	1.776808	-14.409983	483.54
1207	52.120312	1.420717	0.688332	1.041032	1.215752	1.660021	1.386377	-14.410297	566.29
1208	52.120312	0.962283	0.560193	0.890538	0.845934	1.042299	0.998615	-14.410588	643.92
1209	52.120312	0.582927	0.428131	0.726475	0.533063	0.549249	0.666470	-14.410826	707.24
1210	52.120312	0.331066	0.310125	0.575457	0.319448	0.237568	0.436182	-14.410988	748.70
1211	52.120312	0.242508	0.253298	0.485059	0.237100	0.150862	0.339563	-14.411054	763.26
1212	52.120312	0.329463	0.316990	0.507469	0.295409	0.304504	0.388477	-14.411013	748.94
1213	52.120312	0.581319	0.439525	0.629220	0.484710	0.686006	0.573242	-14.410862	707.21
1214	52.120312	0.965421	0.575412	0.792967	0.778311	1.254461	0.863491	-14.410618	642.93
1215	52.120312	1.430271	0.706049	0.961941	1.132359	1.943575	1.214878	-14.410305	563.90
1216	52.120312	1.916804	0.819918	1.134807	1.499111	2.676804	1.574496	-14.409963	479.98
1217	52.120312	2.365039	0.908617	1.268044	1.828578	3.375268	1.891270	-14.409653	401.74
1218	52.120312	2.718256	0.966979	1.351942	2.070892	3.961279	2.122599	-14.409433	338.69
1219	52.120312	2.937322	0.994100	1.380826	2.191462	4.374270	2.246234	-14.409342	297.59
1220	52.120312	3.008334	0.993908	1.353906	2.179954	4.582577	2.262473	-14.409388	281.23
1221	52.120312	2.939508	0.973822	1.275494	2.049691	4.579496	2.189336	-14.409546	288.30
1222	52.120312	2.761351	0.942414	1.153934	1.839142	4.387802	2.057108	-14.409769	314.07
1223	52.120312	2.513563	0.906419	1.000014	1.595199	4.044914	1.900575	-14.410004	351.75
1224	52.120312	2.239017	0.870514	0.926557	1.367127	3.598720	1.751204	-14.410205	394.10
1225	52.120312	1.977368	0.838704	1.096753	1.196287	3.100797	1.635020	-14.410343	434.85
1226	52.120312	1.758195	0.816354	1.262963	1.107591	2.598213	1.568780	-14.410406	469.60
1227	52.120312	1.596994	0.811687	1.410726	1.106336	2.128892	1.555753	-14.410401	496.18
1228	52.120312	1.497956	0.833994	1.527504	1.184637	1.722234	1.586997	-14.410350	514.49
1229	52.120312	1.451813	0.876894	1.603706	1.317515	1.396143	1.641781	-14.410274	525.95
1230	52.120312	1.442799	0.916755	1.632433	1.473696	1.157382	1.697319	-14.410199	532.76
1231	52.120312	1.453818	0.938252	1.610622	1.622469	1.006462	1.732523	-14.410142	537.20
1232	52.120312	1.470519	0.935837	1.539105	1.737157	0.941185	1.733216	-14.410120	540.98
1233	52.120312	1.483171	0.910081	1.422902	1.792455	0.957894	1.699165	-14.410127	544.90
1234	52.120312	1.486482	0.868248	1.271880	1.775301	1.050244	1.633902	-14.410156	548.82
1235	52.120312	1.480033	0.827027	1.101051	1.683492	1.207270	1.549337	-14.410195	551.91
1236	52.120312	1.469913	0.800578	1.073257	1.529266	1.415102	1.465373	-14.410233	552.98
1237	52.120312	1.464561	0.787440	1.056085	1.338328	1.657114	1.398241	-14.410265	550.84
1238	52.120312	1.474415	0.789609	1.020831	1.142801	1.917143	1.363301	-14.410273	544.60
1239	52.120312	1.505924	0.810023	0.971762	0.973637	2.173462	1.370673	-14.410252	534.07
1240	52.120312	1.560093	0.841458	0.974826	0.857567	2.402328	1.420385	-14.410206	519.90
1241	52.120312	1.630934	0.874323	1.171393	0.805276	2.578300	1.509227	-14.410146	503.50
1242	52.120312	1.704875	0.901088	1.373510	0.825927	2.672849	1.615848	-14.410077	486.76
1243	52.120312	1.766556	0.918671	1.556101	0.920360	2.665502	1.713807	-14.410019	471.78
1244	52.120312	1.806769	0.933956	1.704330	1.077075	2.556862	1.786371	-14.409984	460.34
1245	52.120312	1.831068	0.959869	1.811476	1.288336	2.372442	1.832427	-14.409975	453.52
1246	52.120312	1.837975	0.974863	1.868895	1.531282	2.126107	1.856536	-14.410001	451.50
1247	52.120312	1.822026	0.968131	1.870656	1.779111	1.828452	1.858515	-14.410068	453.38
1248	52.120312	1.793341	0.942468	1.817513	2.017895	1.510200	1.851928	-14.410158	457.09
1249	52.120312	1.772287	0.907304	1.715552	2.249319	1.212561	1.854980	-14.410247	459.86
1250	52.120312	1.780828	0.875548	1.575464	2.480701	0.978893	1.882888	-14.410305	458.96
1251	52.120312	1.835308	0.856524	1.408226	2.712006	0.843506	1.950412	-14.410323	452.54
1252	52.120312	1.934514	0.851288	1.223470	2.925424	0.815402	2.062716	-14.410285	440.09
1253	52.120312	2.069985	0.856533	1.036095	3.108106	0.890948	2.210900	-14.410194	422.74
1254	52.120312	2.222861	0.868179	1.006172	3.242735	1.049344	2.376505	-14.410064	403.27
1255	52.120312	2.365941	0.884378	1.122220	3.310053	1.255979	2.531791	-14.409919	385.61
1256	52.120312	2.473872	0.904947	1.219469	3.293982	1.477575	2.650058	-14.409780	374.21
1257	52.120312	2.518674	0.927780	1.288403	3.177317	1.674168	2.704537	-14.409672	373.30
1258	52.120312	2.479026	0.945459	1.321991	2.953517	1.810229	2.673330	-14.409620	386.15
1259	52.120312	2.343400	0.948404	1.315721	2.627047	1.860163	2.542991	-14.409638	414.29
1260	52.120312	2.112294	0.929217	1.267570	2.216018	1.809770	2.311092	-14.409736	457.08
1261	52.120312	1.801445	0.884167	1.178025	1.753636	1.658894	1.991805	-14.409910	511.41
1262	52.120312	1.442390	0.813055	1.050310	1.286867	1.422910	1.617394	-14.410144	571.86
1263	52.120312	1.078330	0.719362	0.890921	0.868520	1.131954	1.234517	-14.410409	631.25
1264	52.120312	0.758318	0.611223	0.728721	0.550641	0.826916	0.897397	-14.410666	681.51
1265	52.120312	0.530761	0.505319	0.650502	0.379610	0.552592	0.660080	-14.410871	714.91
1266	52.120312	0.436524	0.434439	0.557072	0.389512	0.351806	0.568254	-14.410988	725.35
1267	52.120312	0.502570	0.436029	0.565927	0.595583	0.260273	0.651854	-14.410989	709.45
1268	52.120312	0.733171	0.500358	0.649022	0.991773	0.295788	0.911952	-14.410865	667.42
1269	52.120312	1.107314	0.593841	0.817543	1.548130	0.454023	1.319789	-14.410624	603.26
1270	52.120312	1.584729	0.696904	1.035974	2.216531	0.714072	1.823585	-14.410304	524.45
1271	52.120312	2.103093	0.797487	1.231703	2.922899	1.031683	2.354699	-14.409961	440.82
1272	52.120312	2.592234	0.883424	1.389184	3.584541	1.350619	2.841542	-14.409655	362.83
1273	52.120312	2.988854	0.945732	1.498149	4.125189	1.617388	3.223986	-14.409433	299.88
1274	52.120312	3.246812	0.981062	1.552602	4.484988	1.792172	3.463277	-14.409320	258.85
1275	52.120312	3.340855	0.990793	1.551043	4.628264	1.852870	3.541433	-14.409320	243.31
1276	52.120312	3.268749	0.979015	1.495898	4.547607	1.798084	3.460557	-14.409417	253.31
1277	52.120312	3.048806	0.950579	1.392658	4.263026	1.644817	3.238575	-14.409585	285.88
1278	52.120312	2.715745	0.909702	1.248762	3.816937	1.424349	2.905950	-14.409796	335.79
1279	52.120312	2.316555	0.859719	1.072585	3.266560	1.178124	2.504981	-14.410026	396.38
1280	52.120312	1.902180	0.804274	0.959277	2.675179	0.947184	2.084175	-14.410251	460.42
1281	52.120312	1.521614	0.748732	0.895957	2.104468	0.767057	1.693316	-14.410447	520.85
1282	52.120312	1.216655	0.701268	0.990321	1.608962	0.664187	1.376817	-14.410590	571.58
1283	52.120312	1.014834	0.675931	1.076558	1.225645	0.650820	1.168037	-14.410661	608.21
1284	52.120312	0.925318	0.688240	1.147580	0.970989	0.723180	1.081787	-14.410655	628.53
1285	52.120312	0.941373	0.723861	1.196313	0.848140	0.861723	1.114257	-14.410585	632.65
1286	52.120312	1.041835	0.761405	1.218062	0.851479	1.027581	1.246447	-14.410464	622.71
1287	52.120312	1.199245	0.798455	1.210293	0.963706	1.184636	1.449395	-14.410321	602.34
1288	52.120312	1.382899	0.841153	1.173354	1.159282	1.300516	1.688899	-14.410181	575.90
1289	52.120312	1.563184	0.880065	1.112128	1.407708	1.351891	1.929953	-14.410064	547.63
1290	52.120312	1.714118	0.904888	1.147098	1.675702	1.327841	2.138812	-14.409988	521.08
1291	52.120312	1.818579	0.914835	1.157684	1.933482	1.229655	2.292600	-14.409948	498.67
1292	52.120312	1.876525	0.913511	1.125900	2.167188	1.077324	2.385061	-14.409946	481.61
1293	52.120312	1.895434	0.906499	1.054917	2.366823	0.900735	2.418743	-14.409971	470.04
1294	52.120312	1.891982	0.899833	1.022974	2.533465	0.732490	2.409992	-14.410017	463.19
1295	52.120312	1.875873	0.895741	1.074239	2.660663	0.601752	2.365204	-14.410068	459.71
1296	52.120312	1.851966	0.894112	1.184975	2.739263	0.530618	2.286018	-14.410121	458.05
1297	52.120312	1.824189	0.896034	1.333666	2.762422	0.530253	2.179892	-14.410160	456.67
1298	52.120312	1.805586	0.903870	1.484137	2.738173	0.612862	2.065723	-14.410176	454.43
1299	52.120312	1.802898	0.921680	1.625408	2.675412	0.773559	1.959724	-14.410161	450.85
1300	52.120312	1.826120	0.949133	1.749756	2.593043	1.009013	1.876305	-14.410125	446.29
1301	52.120312	1.861675	0.973549	1.843869	2.478798	1.295352	1.810874	-14.410076	441.79
1302	52.120312	1.888639	0.982577	1.895948	2.317818	1.589230	1.758870	-14.410041	438.68
1303	52.120312	1.895801	0.971193	1.898655	2.107923	1.859158	1.720320	-14.410033	437.95
1304	52.120312	1.882205	0.944813	1.850300	1.862058	2.087780	1.696778	-14.410058	439.77
1305	52.120312	1.861060	0.920601	1.754823	1.614923	2.271871	1.696387	-14.410108	443.39
1306	52.120312	1.849204	0.904150	1.622491	1.406588	2.417756	1.723267	-14.410151	447.44
1307	52.120312	1.858881	0.889249	1.466741	1.268330	2.532736	1.775575	-14.410174	450.64
1308	52.120312	1.882853	0.877068	1.298177	1.200461	2.599966	1.848131	-14.410172	452.30
1309	52.120312	1.912459	0.873130	1.133050	1.198733	2.610350	1.928294	-14.410140	452.48
1310	52.120312	1.941501	0.876302	0.990146	1.257254	2.559491	2.007759	-14.410082	452.15
1311	52.120312	1.963708	0.882209	1.070190	1.365157	2.449148	2.076820	-14.410017	453.01
1312	52.120312	1.973776	0.888238	1.136587	1.505520	2.290064	2.125744	-14.409959	457.00
1313	52.120312	1.959179	0.891885	1.164386	1.646794	2.088312	2.142430	-14.409920	465.92
1314	52.120312	1.907152	0.888960	1.151520	1.755092	1.852524	2.113842	-14.409910	480.94
1315	52.120312	1.810098	0.876083	1.098338	1.803157	1.595472	2.031664	-14.409941	502.33
1316	52.120312	1.667307	0.855357	1.110900	1.772792	1.333676	1.895454	-14.410014	529.15
1317	52.120312	1.490723	0.834833	1.111255	1.664833	1.092034	1.715301	-14.410120	559.21
1318	52.120312	1.299141	0.812067	1.147354	1.494100	0.895913	1.507409	-14.410252	589.22
1319	52.120312	1.117780	0.776415	1.155258	1.286867	0.770569	1.295904	-14.410395	615.13
1320	52.120312	0.977285	0.726499	1.132713	1.077664	0.742843	1.111349	-14.410531	632.56
1321	52.120312	0.912476	0.675074	1.079188	0.909045	0.840902	0.987480	-14.410637	637.41
1322	52.120312	0.951129	0.652172	0.996859	0.819634	1.081187	0.952564	-14.410691	626.52
1323	52.120312	1.104190	0.662239	0.891451	0.829744	1.463701	1.019125	-14.410675	598.38
1324	52.120312	1.368459	0.696932	0.822565	0.946232	1.973594	1.185550	-14.410575	553.70
1325	52.120312	1.723021	0.750230	0.911160	1.160431	2.575685	1.432948	-14.410390	495.77
1326	52.120312	2.128416	0.810189	1.105634	1.444596	3.211229	1.729422	-14.410142	430.41
1327	52.120312	2.532158	0.867610	1.270189	1.755855	3.807808	2.032810	-14.409865	365.40
1328	52.120312	2.878436	0.917392	1.393012	2.043567	4.293169	2.298573	-14.409604	309.33
1329	52.120312	3.117018	0.955691	1.464974	2.255875	4.604575	2.490603	-14.409412	270.22
1330	52.120312	3.211685	0.977090	1.481404	2.349961	4.700701	2.584393	-14.409324	254.03
1331	52.120312	3.146814	0.975617	1.443073	2.301964	4.568967	2.569512	-14.409354	263.52
1332	52.120312	2.928818	0.948574	1.355782	2.113001	4.226201	2.447253	-14.409490	297.83
1333	52.120312	2.586258	0.897720	1.228629	1.811388	3.714717	2.232669	-14.409706	352.78
1334	52.120312	2.163648	0.828157	1.169967	1.445422	3.094117	1.951407	-14.409969	421.63
1335	52.120312	1.714174	0.746950	1.077081	1.071718	2.432571	1.638233	-14.410244	496.15
1336	52.120312	1.292711	0.662375	0.955632	0.744655	1.799401	1.334078	-14.410498	567.63
1337	52.120312	0.947687	0.584969	0.821088	0.508716	1.254115	1.080229	-14.410700	628.05
1338	52.120312	0.714754	0.530724	0.699739	0.387239	0.846171	0.910853	-14.410823	671.02
1339	52.120312	0.616326	0.518923	0.682597	0.388765	0.614056	0.846159	-14.410857	692.57
1340	52.120312	0.657243	0.554760	0.737107	0.505058	0.577544	0.889127	-14.410798	691.58
1341	52.120312	0.821298	0.622689	0.773496	0.709313	0.730239	1.024341	-14.410657	669.83
1342	52.120312	1.077416	0.701672	0.845127	0.966040	1.044325	1.221884	-14.410456	631.63
1343	52.120312	1.381489	0.775881	0.978245	1.230952	1.469927	1.443588	-14.410234	583.08
1344	52.120312	1.686215	0.836100	1.099023	1.460534	1.947646	1.650465	-14.410018	531.05
1345	52.120312	1.954161	0.878043	1.194419	1.625866	2.424842	1.811775	-14.409845	482.15
1346	52.120312	2.156695	0.901686	1.256796	1.709027	2.852821	1.908238	-14.409736	441.72
1347	52.120312	2.279864	0.910652	1.282456	1.708598	3.195047	1.935947	-14.409701	413.13
1348	52.120312	2.323377	0.910769	1.270747	1.633587	3.430876	1.905670	-14.409736	397.50
1349	52.120312	2.299676	0.906985	1.223421	1.507605	3.552862	1.838562	-14.409824	393.82
1350	52.120312	2.228916	0.901495	1.144677	1.360966	3.566406	1.759375	-14.409942	399.43
1351	52.120312	2.134046	0.895158	1.042368	1.227095	3.481755	1.693287	-14.410064	410.77
1352	52.120312	2.035008	0.889289	1.150707	1.134044	3.312623	1.658357	-14.410166	424.15
1353	52.120312	1.945629	0.886906	1.323744	1.102945	3.075592	1.658351	-14.410227	436.49
1354	52.120312	1.875527	0.892283	1.489132	1.144623	2.788675	1.693284	-14.410241	445.88
1355	52.120312	1.827695	0.908645	1.633424	1.256570	2.470359	1.756157	-14.410214	451.81
1356	52.120312	1.804686	0.934565	1.746485	1.431226	2.146219	1.836614	-14.410162	455.01
1357	52.120312	1.795756	0.960884	1.817462	1.641164	1.830014	1.916090	-14.410105	456.97
1358	52.120312	1.786829	0.977431	1.838724	1.851808	1.530277	1.978403	-14.410066	459.31
1359	52.120312	1.769344	0.978516	1.808464	2.035874	1.262251	2.009906	-14.410056	463.18
1360	52.120312	1.742919	0.964140	1.731149	2.178876	1.046915	2.002967	-14.410074	468.91
1361	52.120312	1.716076	0.938729	1.615975	2.275671	0.909309	1.963247	-14.410110	475.99
1362	52.120312	1.693895	0.908307	1.472213	2.318441	0.860953	1.902290	-14.410148	483.42
1363	52.120312	1.679700	0.880644	1.313137	2.303831	0.903322	1.831948	-14.410172	490.14
1364	52.120312	1.674974	0.860974	1.156727	2.232221	1.028423	1.764277	-14.410177	495.42
1365	52.120312	1.676548	0.850253	1.089446	2.111361	1.210590	1.707694	-14.410166	499.04
1366	52.120312	1.683262	0.848723	1.098914	1.953581	1.425933	1.670271	-14.410144	501.32
1367	52.120312	1.693765	0.856682	1.087518	1.774522	1.648899	1.657874	-14.410110	503.00
1368	52.120312	1.699170	0.871792	1.056760	1.585711	1.845877	1.665923	-14.410072	505.15
1369	52.120312	1.690953	0.888223	1.097273	1.401293	1.986926	1.684640	-14.410041	508.91
1370	52.120312	1.659889	0.900811	1.220473	1.231675	2.047064	1.700929	-14.410029	515.22
1371	52.120312	1.598266	0.905932	1.337791	1.088691	2.007924	1.698183	-14.410044	524.44
1372	52.120312	1.510859	0.902149	1.432542	0.989682	1.872110	1.670784	-14.410092	536.10
1373	52.120312	1.410938	0.889206	1.495715	0.949166	1.659128	1.624520	-14.410172	548.71
1374	52.120312	1.317289	0.866503	1.521584	0.985067	1.397475	1.569325	-14.410274	559.87
1375	52.120312	1.252984	0.836692	1.508435	1.109823	1.125890	1.523238	-14.410381	566.48
1376	52.120312	1.239157	0.807381	1.457861	1.326870	0.882703	1.507897	-14.410469	565.36
1377	52.120312	1.293130	0.789789	1.374157	1.633328	0.704907	1.541155	-14.410514	553.92
1378	52.120312	1.423195	0.792416	1.263905	2.016964	0.618579	1.634041	-14.410496	530.90
1379	52.120312	1.630042	0.814046	1.134376	2.457013	0.639896	1.793216	-14.410411	496.90
1380	52.120312	1.896814	0.846635	0.994657	2.919690	0.765542	2.005211	-14.410264	454.60
1381	52.120312	2.194399	0.881546	1.056629	3.364667	0.973906	2.244625	-14.410078	408.54
1382	52.120312	2.485734	0.912477	1.192609	3.748124	1.229335	2.479743	-14.409883	364.45
1383	52.120312	2.730247	0.935910	1.307627	4.028566	1.485380	2.676797	-14.409709	328.32
1384	52.120312	2.893142	0.950224	1.392498	4.172580	1.698465	2.808379	-14.409578	305.56
1385	52.120312	2.948280	0.954399	1.440316	4.155970	1.832895	2.855975	-14.409507	300.21
1386	52.120312	2.881059	0.946598	1.446719	3.969630	1.866568	2.806978	-14.409508	314.39
1387	52.120312	2.691085	0.923970	1.410053	3.622364	1.794424	2.656466	-14.409584	347.99
1388	52.120312	2.394323	0.883921	1.331360	3.144063	1.628359	2.410547	-14.409732	398.48
1389	52.120312	2.020960	0.825431	1.214129	2.581398	1.393607	2.087875	-14.409937	461.17
1390	52.120312	1.612545	0.749728	1.063952	1.993925	1.124191	1.719519	-14.410182	529.53
1391	52.120312	1.218805	0.661294	0.889094	1.448734	0.858516	1.349165	-14.410436	595.93
1392	52.120312	0.885098	0.569117	0.702664	1.002079	0.627820	1.025393	-14.410665	652.53
1393	52.120312	0.654165	0.487069	0.617068	0.701781	0.461120	0.799593	-14.410836	692.33
1394	52.120312	0.555208	0.435560	0.662894	0.578413	0.376933	0.710278	-14.410918	710.23
1395	52.120312	0.600334	0.436927	0.756070	0.642736	0.383300	0.774965	-14.410889	703.88
1396	52.120312	0.781546	0.492940	0.871309	0.881894	0.475982	0.986763	-14.410749	674.33
1397	52.120312	1.070893	0.586268	0.982805	1.261341	0.637123	1.314215	-14.410522	625.93
1398	52.120312	1.427199	0.687969	1.070108	1.734814	0.838697	1.708084	-14.410252	565.58
1399	52.120312	1.802915	0.778290	1.129451	2.248818	1.049880	2.110045	-14.409991	501.48
1400	52.120312	2.151747	0.848650	1.257429	2.751954	1.240059	2.463228	-14.409782	441.59
1401	52.120312	2.435886	0.897014	1.345848	3.194597	1.386055	2.727006	-14.409651	392.34
1402	52.120312	2.630449	0.925072	1.392837	3.537092	1.473826	2.880428	-14.409601	357.84
1403	52.120312	2.725082	0.936076	1.398532	3.754693	1.499578	2.920974	-14.409620	339.73
1404	52.120312	2.720367	0.933525	1.364268	3.834820	1.469969	2.856313	-14.409691	337.50
1405	52.120312	2.629446	0.920842	1.292448	3.780976	1.401423	2.705939	-14.409793	348.98
1406	52.120312	2.472323	0.901843	1.186954	3.608626	1.314541	2.493801	-14.409915	370.93
1407	52.120312	2.271246	0.881821	1.053831	3.340280	1.227827	2.245631	-14.410040	399.54
1408	52.120312	2.051977	0.866751	1.148635	3.007298	1.160095	1.988539	-14.410156	430.86
1409	52.120312	1.841304	0.858380	1.273396	2.643342	1.128198	1.752370	-14.410250	461.26
1410	52.120312	1.662205	0.854298	1.384480	2.280219	1.141764	1.564632	-14.410312	487.84
1411	52.120312	1.528518	0.854700	1.474820	1.944120	1.199190	1.442242	-14.410337	508.67
1412	52.120312	1.447020	0.862489	1.538104	1.653810	1.293119	1.394130	-14.410329	522.94
1413	52.120312	1.413455	0.873541	1.569421	1.416094	1.408119	1.416152	-14.410300	530.86
1414	52.120312	1.415386	0.877382	1.566687	1.232624	1.520805	1.492730	-14.410267	533.29
1415	52.120312	1.448752	0.868647	1.531259	1.114129	1.618776	1.613351	-14.410235	531.30
1416	52.120312	1.504186	0.860198	1.469451	1.063153	1.688261	1.761145	-14.410202	525.99
1417	52.120312	1.570851	0.878369	1.390939	1.077206	1.718577	1.916769	-14.410166	518.50
1418	52.120312	1.635926	0.902298	1.308387	1.146355	1.700958	2.060464	-14.410127	510.00
1419	52.120312	1.687543	0.920513	1.235875	1.253306	1.635814	2.173508	-14.410081	501.81
1420	52.120312	1.713080	0.931876	1.184289	1.380040	1.519437	2.239763	-14.410039	495.28
1421	52.120312	1.714220	0.936923	1.161029	1.517963	1.368298	2.256399	-14.410019	491.61
1422	52.120312	1.700733	0.937925	1.171898	1.658349	1.208211	2.235639	-14.410027	491.40
1423	52.120312	1.679334	0.936264	1.216871	1.789915	1.061014	2.187074	-14.410056	494.48
1424	52.120312	1.644572	0.929922	1.286674	1.889158	0.942659	2.101901	-14.410104	499.99
1425	52.120312	1.595147	0.918260	1.372078	1.938679	0.863974	1.982788	-14.410162	506.53
1426	52.120312	1.538568	0.903851	1.464157	1.938435	0.837365	1.839903	-14.410206	512.43
1427	52.120312	1.488563	0.895445	1.554284	1.902068	0.871258	1.692364	-14.410231	516.31
1428	52.120312	1.462103	0.901062	1.632983	1.844258	0.973772	1.568278	-14.410235	517.34
1429	52.120312	1.464688	0.909617	1.689186	1.773155	1.148225	1.472684	-14.410229	515.22
1430	52.120312	1.494575	0.907130	1.713119	1.688579	1.379950	1.415195	-14.410223	509.94
1431	52.120312	1.545972	0.892264	1.698613	1.590190	1.647069	1.400656	-14.410230	501.49
1432	52.120312	1.617424	0.877755	1.645841	1.488140	1.933304	1.430829	-14.410242	489.63
1433	52.120312	1.719613	0.874219	1.559152	1.407190	2.234932	1.516717	-14.410246	473.99
1434	52.120312	1.857785	0.875497	1.447900	1.367597	2.549667	1.656090	-14.410219	454.57
1435	52.120312	2.021214	0.878251	1.320753	1.370299	2.856132	1.837212	-14.410161	432.19
1436	52.120312	2.193610	0.887795	1.187517	1.410996	3.129407	2.040426	-14.410072	408.67
1437	52.120312	2.352459	0.906488	1.078366	1.475753	3.342887	2.238737	-14.409965	386.69
1438	52.120312	2.475601	0.927614	1.123281	1.548049	3.470305	2.408449	-14.409855	369.53
1439	52.120312	2.545816	0.943734	1.204742	1.613014	3.494581	2.529854	-14.409765	360.52
1440	52.120312	2.550113	0.950644	1.248650	1.655977	3.408803	2.585560	-14.409709	362.42
1441	52.120312	2.480829	0.945963	1.253338	1.659899	3.215636	2.566952	-14.409698	376.98
1442	52.120312	2.337395	0.927897	1.219492	1.613140	2.928392	2.470652	-14.409738	404.57
1443	52.120312	2.124742	0.894594	1.149715	1.510157	2.567102	2.296968	-14.409828	443.98
1444	52.120312	1.857127	0.844588	1.135488	1.354877	2.160370	2.056134	-14.409967	492.43
1445	52.120312	1.555895	0.778417	1.121461	1.158316	1.743093	1.766276	-14.410146	545.60
1446	52.120312	1.251055	0.700984	1.066764	0.941004	1.353564	1.458599	-14.410351	597.93
1447	52.120312	0.979271	0.624818	0.976203	0.731435	1.032327	1.174051	-14.410554	643.18
1448	52.120312	0.778861	0.564702	0.861346	0.563074	0.817620	0.955889	-14.410721	675.18
1449	52.120312	0.683296	0.530090	0.742102	0.464561	0.746283	0.839044	-14.410820	688.92
1450	52.120312	0.713305	0.531257	0.649313	0.454120	0.841317	0.844477	-14.410828	681.44
1451	52.120312	0.873202	0.566545	0.618643	0.538696	1.106378	0.974531	-14.410739	652.55
1452	52.120312	1.148465	0.624900	0.772925	0.712321	1.522718	1.210356	-14.410562	604.99
